Gene Group	R1 LPS 0h	R1 LPS 01h	R1 LPS 02h	R1 LPS 04h	R1 LPS 06h	R1 LPS 09h	R1 LPS 12h	R2 LPS 0h	R2 LPS 01h	R2 LPS 02h	R2 LPS 04h	R2 LPS 06h	R2 LPS 09h	R2 LPS 12h	M/L LPS R1 0h	M/L LPS R1 01h	M/L LPS R1 02h	M/L LPS R1 04h	M/L LPS R1 06h	M/L LPS R1 09h	M/L LPS R1 12h	M/L LPS R2 0h	M/L LPS R2 01h	M/L LPS R2 02h	M/L LPS R2 04h	M/L LPS R2 06h	M/L LPS R2 09h	M/L LPS R2 12h
Isca2	4.24968	4.04173	3.99982	4.00915	4.17751	4.22949	4.18499	4.28014	4.14355	3.92763	4.0183	4.10846	4.09106	4.32323	23.70752682	23.24842214	22.56828947	21.51364605	21.30393604	22.11050485	23.053349	23.88205542	22.56328332	22.40026141	21.93810823	21.65573248	21.97131125	22.87082984
Isoc2a	4.3833	4.49488	4.60664	4.6514	4.76137	4.80114	4.85388	4.54544	4.39587	4.71226	4.83922	4.70239	4.64026	4.71716	132.8789076	136.0968314	134.2558239	126.6934969	119.7453756	118.8931323	117.8756226	133.3610212	134.4296926	136.1686941	121.7749793	120.187494	122.0888823	118.891911
Itga5	4.36005	4.74769	5.00505	4.96726	5.06463	5.28342	5.32087	4.14977	4.54331	5.03884	5.20531	5.32426	5.23512	5.25235	20.68102841	20.57223337	21.65029024	23.7153269	28.03191358	36.25770687	39.19736815	19.36273515	20.56457706	21.78219276	23.68700298	27.7122326	36.83179833	43.06390631
Itgax	6.73891	6.73496	6.63222	6.54111	6.54691	6.52421	6.42792	6.68598	6.77794	6.71103	6.5764	6.61519	6.43137	6.34833	42.82949438	41.75284794	41.65057273	42.35899862	42.31967659	40.86132305	38.5711605	41.65003098	42.06990813	41.3593247	41.37314563	41.85768969	41.63525069	39.99022159
Itgb1	5.38467	5.40792	5.43129	5.40465	5.55965	5.73009	5.73908	5.30993	5.45272	5.48219	5.49504	5.64933	5.65739	5.61074	52.82501371	51.4349157	50.31808497	52.38504755	55.67871687	66.13344181	72.89637452	52.56293182	50.22068259	49.49092878	52.13040997	58.99257268	68.12456888	70.01622558
Itgb2	6.80019	6.55956	6.45283	6.24741	6.19871	6.40821	6.47101	6.66947	6.60504	6.51892	6.36713	6.42666	6.25625	6.29446	678.3893531	714.8694608	676.8253938	670.8296764	679.1781276	668.1826242	628.6890484	676.5526116	692.230676	680.6811649	661.7940378	653.9047369	685.3095595	664.3869893
Kcnab2	4.19086	4.03832	3.76589	3.15536	2.64423	3.12356	3.70725	4.18472	4.0334	3.86174	3.14781	2.78118	3.08387	3.53274	112.1871845	114.6900107	116.9261826	107.9944772	106.7423238	106.7328892	104.7910192	102.8958139	112.6231252	115.0459183	111.2576122	110.352709	109.6755344	107.3315132
Kctd12	5.42492	5.4251	5.08773	4.32467	3.8164	3.77088	3.9952	5.20536	5.50564	5.19742	4.36375	3.86834	3.75888	3.94551	361.2315674	361.2799206	390.7277492	405.7257862	390.880459	388.7814929	382.859524	366.7055943	369.6274958	362.3313127	389.6718666	409.6558861	394.4901315	387.0173162
Kctd12b	2.85873	3.21427	3.72631	3.48894	2.74619	2.36023	2.14234	3.0185	3.2728	3.47684	3.54683	2.90998	2.43874	1.87331	9.895391807	10.15535302	10.0455263	9.995225827	9.995488906	9.906752088	10.06992693	10.22969223	9.734232016	9.710989998	9.917621884	10.11054254	10.36481951	9.72156613
Khdrbs1	4.98878	5.11474	5.09233	4.98933	4.89071	4.6385	4.48455	4.8226	5.04189	5.05666	4.93716	4.87317	4.82409	4.64338	133.2050117	130.4771005	124.1614014	121.2394817	127.7697609	130.8282594	124.8352125	126.7857881	126.4547644	125.3169152	123.9473344	134.6264303	130.2433293	125.1497756
Khsrp	4.33941	4.26196	3.94769	3.64991	3.67718	3.78533	3.89941	4.21708	4.2292	4.10504	3.66813	3.69901	3.86238	3.78007	411.0915168	433.2065668	431.8155831	408.1634928	418.8463848	401.8595219	414.8293301	432.9631299	396.5276741	429.5101746	456.4227236	425.9054645	397.975974	384.838322
Kif2a	3.54524	3.82869	3.49517	3.11924	2.94171	2.89279	3.05773	3.63169	3.72292	3.43451	2.97532	3.05035	3.02466	3.04114	5.805825132	5.636241638	5.460246513	5.435511422	5.495618547	4.965994418	4.575296544	5.565450175	5.807253729	5.903978813	5.503613857	5.191812226	4.877610267	4.576557132
Kif3b	3.8468	3.57918	3.20223	3.21241	3.49945	3.74235	3.86377	3.86058	3.83075	3.20848	3.20096	3.42482	3.64105	3.77955	9.546157296	9.04659178	9.029976746	9.002713722	8.867404147	8.230662024	8.051019269	9.025114913	8.943786467	9.019429647	8.89526909	8.93677391	8.623031116	8.094498796
Klc1	4.23291	4.17758	4.14356	4.06678	3.98858	3.98396	4.11561	4.18916	4.09541	4.22011	4.09068	3.85611	4.09981	4.15769	47.15039322	47.64151171	46.91312042	47.99090663	48.73965463	45.12220121	43.43407447	49.69223975	49.99548172	46.3074375	44.85581438	45.82167094	45.49153376	44.74485999
Klraq1	4.70828	4.18761	3.15663	3.02352	3.68267	3.85806	3.82473	4.65465	4.28133	3.57264	3.07971	3.27669	3.60533	3.97115	27.30990509	25.9042505	24.70117333	25.35549007	26.21103939	25.11241786	24.19965711	26.24721837	26.01889308	25.65603367	25.92629858	25.25400064	24.86356206	24.75669355
Kpna2	5.4359	5.30998	4.81203	4.2137	4.03921	3.97144	3.96544	5.22047	5.19197	4.86392	4.40773	4.15578	3.98145	3.92639	6.207732588	5.966224348	5.849868963	5.955299153	6.28540413	6.292522448	6.207072541	6.342262143	5.827405575	5.812421622	6.099558985	6.130977374	6.082059342	6.425401232
Kpna4	4.54363	4.60138	4.87737	4.89316	4.97289	5.17807	5.26212	4.33277	4.71231	5.02505	5.10774	4.99047	5.01089	5.14939	75.89440292	71.69545144	72.24000845	73.34640204	73.91071765	78.1487826	80.87096273	74.35989656	74.14434312	71.84981151	72.61194124	72.62540613	78.00132305	82.87708416
Kpnb1	4.56452	4.36185	4.07984	3.77932	3.74295	3.89249	3.99166	4.39877	4.34868	4.1722	4.03706	3.92554	3.74309	3.78728	326.6237794	331.9502645	333.257293	314.5949347	307.940687	307.8446886	320.2452903	316.73047	321.1437146	326.6679949	333.0917513	332.4963899	306.3738081	306.8225991
Kri1	3.265	3.31257	3.13738	2.96438	2.92325	2.96531	3.04836	3.28267	3.44111	3.2376	2.94567	2.95494	2.89385	2.86041	3.064980949	3.043642096	2.91492328	2.785243386	2.697105313	2.753958142	2.737505658	2.89147498	2.899818358	2.840593772	2.911016513	2.924567448	2.837499399	2.725561612
Kynu	3.13165	3.25923	3.62855	4.64092	5.25183	5.10539	4.69189	3.21677	3.78439	3.76823	4.68574	5.16705	4.68979	4.39749	48.91306253	53.07476782	56.04642096	53.0685058	51.09404052	51.42021341	48.39540477	49.52360998	53.31234643	54.12064396	52.23691976	52.00546746	50.74351557	49.75909908
Lactb	4.96477	4.97039	4.78454	4.46785	4.49751	4.75342	4.78975	4.99872	4.95536	4.60062	4.41916	4.44514	4.81585	4.99338	61.43029859	63.9445037	61.78288266	56.57907322	54.91411218	53.45033748	48.20056757	58.57342208	61.45387652	60.53286234	57.91362755	56.5921994	52.83934647	51.15220226
Lamp1	6.96057	6.8833	6.78799	6.68943	6.70012	6.83694	6.90327	6.8862	6.67754	6.70776	6.71826	6.85502	6.93138	6.98546	368.8715231	363.1154817	369.9452727	369.4056749	349.3067279	348.899648	367.9794441	375.8228641	379.112205	355.3235553	356.6240129	380.7752343	356.6713158	337.0514479
Larp1	4.79229	4.90108	5.23513	5.52421	5.5183	5.2121	4.97689	4.77531	4.75401	5.17669	5.51936	5.54299	5.33172	5.05992	16.51701334	16.54777107	16.67166801	16.96193581	17.00286937	16.41420575	16.60281966	16.26611151	16.26151061	17.02767825	16.85015501	16.48715434	16.86672801	16.7923361
Larp4b	4.0789	4.55853	4.62756	4.09022	3.88511	4.06842	4.1799	4.16107	4.66933	4.48444	3.96097	3.90166	4.17922	4.13195	30.37431897	30.8644946	30.16612043	30.67923744	30.86344611	30.09239935	30.26310766	30.44765242	30.53674688	29.00879566	30.20971272	32.12170526	31.13960863	29.78966503
Lars	3.50732	3.44536	3.26415	2.95362	2.71728	2.77465	2.87444	3.48452	3.50066	3.32639	2.94172	2.62927	2.77997	2.87429	52.30664994	54.37355911	57.10620938	55.93435107	52.48603197	49.6005992	50.69335878	56.82671011	56.32090246	53.98405212	52.61322785	52.41461386	50.74838377	49.70283533
Lasp1	5.51816	5.4192	5.39332	5.30104	5.33034	5.40643	5.34315	5.46947	5.47742	5.46058	5.32208	5.33833	5.35785	5.28591	1662.951447	1690.912496	1633.630158	1578.936978	1596.646456	1638.607726	1515.069238	1670.780262	1670.405617	1621.39126	1655.29452	1590.348807	1540.013077	1568.863247
Lcn2	4.20346	5.53193	6.29065	6.07004	5.82119	5.95878	6.04419	4.93396	5.21617	5.35269	5.5677	6.0591	6.4028	6.38781	35.5163338	34.59416794	31.67451443	31.22859336	29.12376648	24.98382307	25.12533269	35.16465181	36.43492281	33.44143243	29.81230325	27.93944702	26.55491504	24.76658989
Lcp1	7.19327	7.29176	7.34379	7.24011	7.13923	7.05407	7.00199	7.12507	7.103	7.29316	7.29849	7.19948	7.14639	7.09864	3890.595078	3735.718532	3596.742253	3682.099924	3741.826982	3615.56383	3764.582661	3717.113394	3744.086298	3761.092353	3506.415656	3514.489624	3856.901363	3907.375557
Lcp2	4.83139	5.41055	5.66702	5.36564	4.99279	4.67548	4.58417	4.80561	5.45378	5.65042	5.2867	5.03242	4.76065	4.53746	24.72384214	24.39535367	23.95873449	26.88121654	29.27978813	29.42311133	29.66882197	24.25502798	23.74589872	24.66229283	28.37634458	29.86543011	28.57807136	29.75071463
Ldha	7.19872	7.05583	7.02538	7.00449	6.99784	7.28658	7.61842	7.1632	7.08484	7.08914	7.04148	7.01492	7.22989	7.56381	6089.713647	5979.819032	5591.281788	5527.513565	5520.749238	5777.344158	5967.145661	5901.555804	5845.833134	5651.508012	5752.133142	5964.849272	5748.551555	5579.641736
Lgals1	6.34042	6.08897	6.11708	6.11269	5.85964	5.69554	5.62325	6.1391	6.32756	6.20491	6.06551	5.9762	5.6033	5.52101	3999.74741	3958.884491	3994.38189	3975.365726	3763.670404	3777.610771	3878.220918	3876.540544	4064.265487	3992.234159	3982.405602	4027.81387	3754.734928	3660.549427
Lgals3	8.74415	8.72594	8.71698	8.71983	8.70919	8.65758	8.56779	8.67863	8.68113	8.80087	8.77571	8.67925	8.60417	8.6217	5117.91006	5103.751007	5038.753923	4878.211793	4943.478837	5115.627872	5018.568631	4888.430785	4786.664224	4901.301641	5303.557369	5461.287457	5185.668853	4716.532252
Lgals3bp	5.0245	4.63187	4.99797	5.46326	5.67746	6.08058	6.1799	4.80036	4.71575	5.15091	5.57963	5.88395	5.90848	6.01645	360.3453208	359.7413725	365.5110788	378.5673605	369.9149589	392.5087563	412.1917841	381.8349755	364.2043574	367.8671383	381.2844892	367.849375	375.2204058	399.4747026
Lgals9	5.19246	4.8313	5.41315	6.02006	6.26608	6.44591	6.28818	4.99428	4.95607	5.40152	6.02846	6.39749	6.37088	6.30843	165.0257539	158.2487617	154.1157128	160.7947438	184.6902342	220.3756678	237.365167	154.2565864	159.5155425	159.7621825	157.8518317	183.4420305	225.8613237	241.3511425
Limd2	3.03486	3.12947	2.88769	2.60758	2.57612	2.64399	2.70347	3.07642	2.857	2.65516	2.5915	2.65444	2.81155	2.93711	21.51817225	21.0850891	20.04419235	18.95273933	19.60990004	18.65019206	17.33599148	20.92259118	20.52277992	20.46883373	19.74981546	18.97136565	18.42343984	18.12524679
Lims1	4.61747	4.68467	4.66333	4.56186	4.60491	4.57155	4.42946	4.43554	4.53757	4.75662	4.68515	4.71037	4.54755	4.46045	113.2602738	115.5868026	112.8161783	119.3644036	117.405081	108.8423111	111.1237127	120.5353565	122.1009936	112.8389902	107.5912978	112.7561477	112.7279383	109.8485767
Lin7c	3.8736	3.96119	4.07805	3.92018	3.74265	3.56321	3.59068	3.96094	4.08494	4.21713	4.09896	3.83609	3.27375	3.25774	64.96160313	70.04746855	73.26674636	69.83702414	65.56887468	64.82151551	71.87175614	65.90816629	66.2405819	67.35018398	69.01106179	70.55207094	70.574673	71.79805761
Lipa	6.86141	6.90636	6.72487	6.51094	6.39915	6.37546	6.39076	6.7822	6.92417	6.81289	6.48194	6.26708	6.43781	6.46287	191.3305526	197.2111149	190.4699481	181.5206689	172.0360432	165.8378709	169.6921383	181.9930214	193.8168015	197.0281791	182.6301782	169.3359417	166.2111859	174.8592009
Lman2	4.7011	4.66539	4.42246	4.18743	4.18395	4.18724	4.20139	4.55844	4.50922	4.40994	4.35533	4.33807	4.24251	4.13543	48.10906146	52.7595395	55.73301334	55.37402005	52.26696436	53.06641044	53.62823338	47.09329717	54.60458018	57.35026232	54.49286056	54.52591143	52.15209832	50.12761956
Lpcat2	4.25858	4.32607	4.33884	4.17542	4.11816	4.06643	3.98827	4.25689	4.40336	4.43513	4.27606	4.26937	3.86096	3.77001	33.48638834	32.33799144	31.70709756	32.93184725	32.83735232	34.00180933	35.64079399	33.09378634	33.44854664	32.53574241	31.36068322	32.04387852	34.58720837	36.10344185
Lpl;AK170106	8.38985	8.60163	8.586	8.38092	8.32069	8.15352	8.00357	8.32489	8.54338	8.46315	8.36001	8.29759	8.28701	8.16016	16.82576427	15.28782724	15.59243149	17.36108552	19.73430604	23.67004624	25.55563387	16.28398167	15.26360754	15.65947754	17.52749844	20.01841623	22.77841085	26.16014306
Lpp	3.5339	3.74916	3.57277	3.61239	3.60018	3.41444	3.29254	3.50461	3.70945	3.62018	3.49274	3.41896	3.5165	3.51294	152.766142	151.8530646	149.3845363	143.4912148	141.0908658	146.8754559	150.0763857	150.2170772	150.2355669	149.608773	147.6393843	145.9744197	144.7059671	147.7106842
Lpxn	4.29798	3.8985	3.40765	3.72392	4.10266	3.95257	3.8737	4.10674	3.93327	3.60537	3.68892	4.20651	4.13654	3.57963	148.5771432	149.1506121	157.8799689	158.5972586	145.2855044	146.0051444	156.2078251	153.4917841	153.8091113	154.0130418	148.8235808	151.3237767	149.4527377	150.8502088
Lrch3	2.75053	2.7436	3.05266	3.37718	3.48696	3.36137	3.16097	2.52638	2.95106	3.16199	3.478	3.48846	3.17168	3.15568	5.586448071	5.608891337	5.391220568	5.159195073	5.306234577	5.549221628	5.693142898	5.809887313	5.718145008	5.338609016	5.163361541	5.225265184	5.438721072	5.732161806
Lrp1	4.25556	4.0712	3.76433	3.32098	3.34248	3.81034	4.1107	4.10763	4.01566	3.77815	3.46198	3.50236	3.80099	4.00881	52.73856537	53.03989886	53.01899901	48.19442856	48.72790503	50.68173237	44.74520887	54.85181391	53.62536201	50.72577913	49.8012348	48.48838024	46.94995759	46.50931248
Lrpap1	5.10088	5.03014	5.0156	4.97957	4.90022	5.14932	5.49013	5.07955	5.21375	5.31803	5.05578	4.8563	4.91851	5.22396	292.2306092	301.0618451	302.4740292	289.7357135	276.9938957	267.3372946	258.4890442	297.6703428	304.1335009	286.1298313	265.2028706	271.2734055	278.4800377	280.3836627
Lrpprc	3.3637	3.37909	3.23935	2.9073	2.47385	2.30422	2.49602	3.46726	3.28948	2.93072	2.82852	2.63391	2.48333	2.53029	83.80495251	86.50074173	87.80533239	87.00305755	88.14919182	81.21898121	76.77463504	87.98444313	89.58010756	86.04224402	82.56926049	80.21299807	83.01629344	81.5175164
Lrrc25	4.39214	4.05341	3.72698	3.36075	3.30038	3.63663	3.74721	4.05481	3.34568	3.61321	3.70216	3.86296	3.83932	3.79934	92.83060285	88.413492	87.33545335	93.04990497	89.55188127	89.60951399	96.62367624	91.29534961	94.47764587	89.34127299	86.87154361	87.48043179	93.23234961	95.89954375
Lsm3	5.23514	5.17489	4.85985	4.64967	4.75915	4.62761	4.36965	5.38144	5.06326	4.67795	4.55442	4.65238	4.68168	4.66483	454.5223015	462.4011874	463.8937908	467.0076925	453.8357324	431.4155641	421.6488087	439.2278554	479.0918547	478.7393915	446.9759757	455.1948968	439.4413099	417.1856811
Luc7l2	5.61998	5.94101	5.74484	5.50228	5.40007	5.24212	5.34611	5.6665	5.99898	5.75439	5.38426	5.27888	5.35976	5.35364	209.9411219	209.5660259	209.2403999	205.1917625	206.7554067	202.8703373	199.5086692	213.3098724	211.7734843	208.4560626	212.9666606	209.8274638	194.4004087	193.3169601
Luzp1	3.83751	3.78981	3.58443	3.78513	3.68054	3.31092	3.34729	3.84458	3.88861	3.45596	3.56456	3.51272	3.5027	3.5665	3.038266137	3.115717971	3.02697021	2.980336305	3.042978034	3.189955525	3.377215484	3.286205355	3.078623072	2.938313489	3.120540848	3.086709301	3.039333961	3.186464869
Ly6c1;Ly6c2	3.32826	4.03106	4.29586	4.25878	4.44395	4.70006	4.71111	3.94882	3.84294	3.83819	4.20553	4.56344	4.74416	4.62601	122.1374158	120.4640141	113.9659519	119.8764272	133.2723962	146.0646366	137.972119	125.1649645	117.4556357	115.4075897	118.8444794	134.0491632	141.5706025	132.7492741
Ly9	3.58162	3.55674	3.58935	3.6381	3.74389	4.21369	4.57164	3.38643	3.53285	3.59609	3.59775	3.84433	4.37192	4.56566	6.204935255	6.279722771	6.317441415	6.56408845	6.94017352	7.505956555	7.832388276	6.372409409	6.141431878	6.312129067	6.623901962	6.926679692	7.527045649	7.519319292
Lypla1	4.4153	4.33788	4.13201	4.12258	4.2085	4.15536	4.05201	4.22107	4.22737	4.27008	4.27143	4.28836	4.11862	4.02671	104.5999619	105.5569368	112.1439528	112.4158373	110.1138535	110.3254391	107.0709964	109.2122461	103.2421582	102.1515284	108.3076124	113.6356049	116.8891277	108.7890373
Lyz2	10.3001	10.0485	9.94002	9.73883	9.61313	9.703	9.73938	10.0541	10.0376	10.0491	9.92804	9.91471	9.55674	9.5427	7420.315217	8333.193964	8450.976702	7975.722893	7626.881741	7447.880072	6967.856919	8349.558151	8301.305421	8000.033968	7698.626983	7755.724141	7274.619526	6881.849216
Lztfl1	2.92722	3.43894	3.85582	3.86586	3.82832	3.69616	3.59474	2.69866	3.43715	4.01	4.03205	3.83102	3.62676	3.57141	11.93677502	11.68862036	11.29373382	12.5920064	14.20027779	15.00823378	15.78684908	11.49951188	11.34135711	11.4997768	12.78205962	14.48345261	16.22931099	16.49103852
Magohb	4.19122	4.20484	3.99711	3.97558	3.97974	3.49203	3.26002	3.81795	3.7986	3.9053	4.13524	4.24338	3.81366	3.38641	159.1274355	151.8345575	154.6783597	159.2293534	149.7291657	140.2856456	142.6243858	156.1589961	156.919418	145.0927541	148.9658416	156.5254351	147.232166	146.2657258
Malt1	5.6702	6.87228	7.12443	6.74973	6.6561	6.56584	6.52896	5.7912	7.06888	7.23872	6.64579	6.4697	6.49287	6.46038	30.64421623	30.85741054	31.1740392	35.43383749	44.6236373	52.18512195	52.35659458	29.55972098	30.56335991	32.64559725	37.01582142	44.12230546	52.05594539	53.3504297
Man2a1	3.64603	3.75801	3.84764	3.81479	3.80161	3.68809	3.54557	3.67211	3.69582	3.64006	3.78701	3.88052	3.83874	3.58746	5.157709574	5.19522915	5.134251736	5.030812541	5.054756234	4.97177919	4.846510505	5.063781926	5.051885031	5.034847485	5.010996584	4.939565971	5.03978775	5.060362196
Man2b1	5.32985	5.02748	4.87124	4.62419	4.4333	4.45202	4.46909	5.00143	4.98694	4.99096	4.83664	4.75924	4.37499	4.25695	290.767887	299.4616521	319.440718	307.4624446	300.0653704	290.3147737	281.908686	303.024781	312.8731047	310.5516295	304.1206942	284.787727	283.0522022	292.0458776
Man2c1	4.14539	4.20322	4.01028	3.83712	3.89031	3.99029	4.0496	4.2782	4.52231	3.93232	3.68045	3.76537	3.87466	4.07289	5.863363858	5.946938188	5.595763871	5.771478113	5.529640025	5.07613971	4.905177086	5.799778311	5.67868457	5.578443469	5.74987606	5.433513202	5.143419847	5.233405048
Manba	3.85191	3.7449	3.17234	2.44167	2.3144	2.35535	2.45369	3.68196	3.07169	2.97686	2.71113	2.63738	2.60561	2.64963	28.9552022	29.63872141	29.57491667	29.65973193	29.15726918	27.61270804	26.67217082	31.78550825	31.24560787	28.1080387	29.08696579	29.18407798	26.23551109	26.0556423
Map2k1	4.39505	4.17732	4.43959	4.86412	5.16691	5.30068	5.2537	4.2644	4.16656	4.49853	5.04641	5.33873	5.14198	5.14075	140.1158333	139.0945541	135.4470457	135.6963484	128.7516887	129.1515779	136.6125425	138.9522628	132.5408752	132.3640753	129.4276679	130.7946645	137.1167132	142.1018259
Mapk1	4.31442	4.19654	4.08872	3.86005	3.97432	4.17319	4.18885	4.16861	4.29532	4.07987	3.92542	4.12817	4.08472	4.114	242.818582	225.5457127	209.714994	216.0956112	221.3506986	216.3720131	208.4980622	220.3089255	224.0102626	223.4279912	227.1459843	220.3920288	209.4266313	212.1367457
Mapkapk2	5.45295	5.98249	6.45507	6.32744	6.00752	5.78746	5.70668	5.48241	5.92878	6.49526	6.45004	6.09938	5.70905	5.55468	82.40215471	78.6053596	76.61820279	80.18405083	89.13853678	92.83171676	93.57041815	75.5175979	75.57346253	77.234687	82.0655699	90.50246719	96.61379118	93.57847722
Mapkapk3	4.62989	4.56201	4.47248	4.03489	3.8811	4.216	4.37228	4.52927	4.65177	4.67438	4.30093	3.9217	3.84198	4.24862	140.5081651	135.2053088	138.0795654	139.6694345	131.7331861	129.1273984	128.6970882	131.8302532	134.8573756	144.3769912	141.3649739	132.6484059	131.8083918	126.0570675
Mapksp1	5.40461	5.49051	5.28652	5.08448	5.06322	5.01745	4.9623	5.37201	5.33641	5.34493	5.12454	4.99872	5.03506	5.09743	188.8295312	188.5923234	195.9190273	176.1746872	171.2863544	174.5176757	161.9593172	174.7339201	181.1143375	186.5289266	184.2702754	185.0634669	173.9824922	169.4585875
Mapre1	4.56288	4.65605	4.61817	4.57039	4.52972	4.30337	4.14641	4.62153	4.59287	4.58557	4.54385	4.47452	4.37958	4.18905	568.7049989	570.0160599	536.8646419	546.2394872	568.5076408	577.8022461	586.7975989	579.9047861	541.1766792	548.4482472	569.3082517	575.5745163	576.7406055	563.2930093
Marcksl1	5.58454	6.94517	7.65514	7.57121	7.38662	6.9759	6.67033	5.6263	6.65675	7.55711	7.6671	7.43511	7.05366	6.79288	113.3207325	113.1446969	125.7948648	156.9607267	203.406983	261.3465834	256.4458867	111.9737155	110.31054	124.5871358	159.4574086	200.8895353	252.1626656	259.400031
Mars	2.83485	2.63718	2.1445	1.63332	1.21159	1.74647	2.27446	2.60802	2.56776	2.11641	1.8287	1.69833	1.63837	2.02479	40.03383904	39.41143361	40.8860959	40.04724367	38.84948102	38.54385238	38.84904911	41.97856398	39.38885133	38.11741175	39.15990719	40.62610657	39.67057947	37.82617984
Mat2a	5.46557	5.63871	5.38274	5.05289	4.96321	4.68538	4.50805	5.4935	5.65993	5.38904	4.97155	4.9078	4.7572	4.51752	191.1836	202.6576848	202.4790104	201.1134392	203.163011	207.6592711	218.6298086	199.0554477	208.8063776	215.4242594	203.296296	193.613702	205.1421044	206.5722647
Mat2b;MAT2B	4.28208	4.04793	3.73244	3.86962	4.08522	4.05997	4.15944	4.29005	3.94966	3.91173	3.93717	3.93372	4.04651	4.16787	54.05911535	58.4615877	58.56895096	57.72132647	56.07782307	55.35325623	51.4938812	55.28559832	57.48788587	55.43581062	55.45652589	56.97487372	56.05275836	54.44555864
Matr3	4.47306	4.47787	4.34484	4.00219	3.83831	3.91032	4.06179	4.48387	4.7135	4.41097	3.92508	3.78827	3.87298	3.91371	139.4307654	137.0399323	141.4310571	145.150602	140.8955664	135.5426864	131.5831934	150.8741598	143.6062405	140.1952853	138.3926425	132.4833665	133.9865602	132.4336069
Mbnl1;mKIAA0428	6.31946	6.30145	6.02144	5.84515	5.68608	5.09493	4.62214	6.2299	6.32455	6.04597	5.71032	5.53866	5.25097	4.79028	654.1254496	683.2255915	708.6434964	683.7504794	653.7051211	670.5679108	663.7466126	693.8280099	659.2880491	688.5525342	681.1171089	659.8845335	673.069291	655.088749
Mcm2	3.60978	3.38896	2.76125	1.86925	2.01736	2.22702	1.85499	3.61713	3.27839	2.91512	2.12866	1.97123	2.12762	1.69047	46.58450918	45.25915776	44.9666958	45.92546462	45.77345938	43.46817998	41.04782767	47.59807545	48.90024458	47.42828766	44.9831269	42.5019381	42.18883208	40.10395063
Mcm3	4.34292	4.3249	3.84371	2.95279	2.86044	3.12339	3.20233	4.16792	4.31517	3.76798	3.19286	3.15784	3.05886	2.98985	37.61742375	38.97533685	39.6138719	38.40195993	36.45876364	34.17643237	33.29399606	38.78105918	38.62668947	37.15969337	37.47756338	36.73613877	34.73220791	34.75389024
Mcm7	4.31068	4.19643	3.69905	2.8669	2.65565	2.84857	2.90607	4.33674	4.05195	3.43787	2.99721	2.92969	3.01321	2.71668	54.74769843	53.21389036	52.04254792	52.63397177	50.57053911	47.06235712	46.61437107	54.01283598	52.94172494	53.27527715	51.72790246	48.8606702	46.67399327	49.29861568
Mcmbp;1110007A13Rik	4.05489	3.8353	3.99207	4.45272	4.67859	4.4728	4.26371	3.95879	3.78033	3.95198	4.56324	4.82091	4.46145	4.21337	10.42088285	10.57516586	10.22949244	9.921124788	9.844951913	9.80197473	9.838554794	10.65676911	10.36197822	10.30818427	10.23759309	9.725280675	9.705608361	9.764087376
Mdh2	5.62361	5.49109	5.48513	5.42301	5.19537	5.19448	5.29978	5.65847	5.86115	5.63247	5.27524	5.07197	5.00147	5.21171	4263.711341	4019.882461	3961.065966	4205.062191	4096.755708	3581.335618	3761.96223	4298.630074	4128.952981	4031.878732	4046.703159	4048.587838	3823.999651	3518.381128
Mepce	3.40812	3.189	2.89134	2.81116	2.96211	3.00388	3.15822	3.26644	2.93349	2.93869	2.97887	2.97433	3.15271	3.17929	1.772272137	1.833952223	1.822746975	1.809189802	1.822851416	1.792336278	1.87143293	1.855189506	1.846028512	1.81569778	1.829564477	1.864602571	1.772010369	1.764566415
Metap1	4.16447	4.35225	4.60685	4.49752	4.42458	4.45962	4.53514	4.09463	4.07937	4.60322	4.64539	4.52219	4.55944	4.53619	93.40795634	92.54521676	93.68053775	91.33270415	88.18583965	84.87261374	82.25229693	96.08563928	99.81170203	92.53472195	87.7847215	85.65524403	83.51855995	81.75803218
Metap2	4.74702	4.98283	4.94304	4.70907	4.50753	4.3409	4.37059	4.90922	5.03364	4.74933	4.55235	4.43406	4.47531	4.44708	4.243588967	4.37631124	4.33196721	4.262025034	4.532874941	4.770266329	4.601794746	4.417151533	4.467649647	4.353555351	4.515042115	4.391624213	4.438971205	4.610853901
Mfap1b	2.58978	2.53783	1.83062	1.0819	0.953233	1.81673	2.35432	2.47268	2.68721	2.11909	1.77367	1.58821	1.25333	1.27025	22.21078723	22.26954299	22.92450258	22.35694477	21.53764548	20.60755049	20.32143273	23.09937205	23.03148374	22.45534639	22.78760577	21.32718562	20.18920637	20.6797572
Mgll	5.71117	5.61051	5.19724	4.7508	4.63285	5.1177	5.35166	5.73769	5.69609	5.04492	4.44172	4.61366	5.33776	5.50009	65.26763931	61.07274949	62.80252021	60.93615862	60.82340235	62.8220838	61.75021786	61.80709856	63.47324877	62.2262351	62.19866568	63.24899835	61.16878446	61.61213982
Mib1;AK079855	4.31182	4.18915	4.08181	3.98087	4.05023	4.00069	4.0166	4.23135	4.22794	4.08729	4.03909	4.03374	4.0528	3.95895	1.331514195	1.40675223	1.341393658	1.282672823	1.281662379	1.341541679	1.389001198	1.334068903	1.413851644	1.369986532	1.303829102	1.262334238	1.309801964	1.381542152
