Gene Group	R1 LPS 0h	R1 LPS 01h	R1 LPS 02h	R1 LPS 04h	R1 LPS 06h	R1 LPS 09h	R1 LPS 12h	R2 LPS 0h	R2 LPS 01h	R2 LPS 02h	R2 LPS 04h	R2 LPS 06h	R2 LPS 09h	R2 LPS 12h	M/L LPS R1 0h	M/L LPS R1 01h	M/L LPS R1 02h	M/L LPS R1 04h	M/L LPS R1 06h	M/L LPS R1 09h	M/L LPS R1 12h	M/L LPS R2 0h	M/L LPS R2 01h	M/L LPS R2 02h	M/L LPS R2 04h	M/L LPS R2 06h	M/L LPS R2 09h	M/L LPS R2 12h
Akr1b3	5.41177	5.27129	5.16967	5.12778	5.05105	4.93656	4.78956	5.30218	5.13511	5.0583	5.05497	5.1422	5.13524	4.92968	973.3678185	975.7426198	968.7068203	958.098519	934.9575731	941.1777044	927.2392293	942.7863545	951.6768993	987.1798872	975.84438	962.4335914	941.3403311	917.0087729
Akr1b8	1.75722	1.79425	1.73383	1.44103	0.654267	0.797055	1.83352	1.39034	2.20018	2.34797	0.897556	0.597541	1.31434	1.26325	51.67229282	52.93316329	52.34223644	52.46729022	53.74104591	55.07473265	55.07790549	52.05423953	55.19658198	54.01075778	51.9807103	53.46624509	53.72495112	53.11835046
Akr1c13;Akr1c12	3.6742	3.71109	3.44642	3.22629	3.20254	3.18281	3.1425	3.57924	3.48834	3.34818	3.38482	3.28786	3.18469	3.31271	71.926749	71.30386188	68.51513431	64.95169595	67.83292399	66.45881	61.55063363	71.36016224	72.84463441	68.81586063	66.80468959	63.79210414	64.62936133	64.37368783
Akt1	5.12614	4.90186	4.70945	4.418	4.22867	4.36498	4.499	4.94648	4.9128	4.92959	4.63195	4.36998	4.13385	4.32344	19.23044805	19.71751519	19.33294364	18.08419589	17.17948684	16.54326967	16.64065696	19.91042145	20.11135024	18.7405607	17.22728844	17.14138913	17.45042611	16.27950769
Alcam	4.7303	4.79024	5.02441	5.2246	5.31486	5.27481	5.15181	4.63501	4.89662	5.1161	5.20741	5.29577	5.27593	5.08419	6.655905977	6.855641266	6.846377601	7.044113709	7.729991577	8.504746123	9.156508279	7.076123813	7.147421287	6.949877882	6.847020235	7.333430546	8.224909527	8.68081657
Aldh1l1	3.08848	2.91701	2.94976	2.89562	2.9107	2.97837	2.96746	3.05336	3.0243	3.01258	2.838	2.92352	3.02979	2.82585	17.02432655	16.27591535	16.66774626	17.54615361	17.53596835	17.52123204	17.3064879	17.47651338	16.94952268	16.79810966	17.89716476	17.64604614	16.71959307	16.45580188
Aldh2	5.39514	5.24287	5.16726	4.9792	4.77768	4.84837	4.93406	5.23645	5.23397	5.21597	5.07335	4.99466	4.76003	4.83015	1964.53435	2014.911661	2020.369668	1921.744851	1900.808899	1919.478375	1891.678544	2006.063446	1971.851552	1991.73399	2002.594701	1918.022255	1849.274664	1909.6895
Aldh4a1	2.52729	2.23049	1.78484	1.41229	1.47226	1.72138	1.81532	2.53966	2.46564	2.18263	1.42385	1.2066	1.3505	1.795	48.97405019	50.01326138	52.06319519	50.90892093	50.52371389	48.71006268	48.61286626	51.67887214	52.19574067	51.15192199	50.18738181	49.85811288	48.26939874	46.65516587
Alg5	3.7124	3.65834	3.41457	3.11558	2.95682	2.89413	2.87058	3.54514	3.49892	3.2941	3.31956	3.02161	2.81009	3.13299	10.50260939	10.23236671	9.698414856	9.972202163	10.21544905	10.77513665	11.58915477	9.979628682	9.822413056	9.660824256	9.963168914	10.56811704	11.21024061	11.64231668
Alkbh5	3.93433	4.07691	3.82575	3.67627	3.75732	3.96631	4.23689	3.97587	3.84426	3.72821	3.62741	3.75825	4.19093	4.34887	4.803754371	4.98237665	4.872621314	4.680243656	4.720901382	4.583833052	4.378630987	4.727730478	5.06583191	4.993197358	4.656496163	4.552439924	4.523122771	4.466848889
Amdhd2	4.34528	4.41827	4.11204	3.93058	3.70252	3.83087	4.09312	3.98993	4.15543	4.17614	3.96323	3.81376	4.06416	4.27004	192.0651416	186.1829007	178.2688519	184.0637769	194.326918	194.317644	187.2864734	184.8108016	190.613611	191.7688091	182.7522592	182.052038	190.5928065	194.0390804
Ampd3	2.12355	2.12333	2.28857	1.8604	1.40516	2.11334	2.64066	1.78108	2.41643	2.52352	1.81847	1.21689	2.0704	2.72821	11.62839715	12.14577678	12.17522196	11.99248796	11.86081645	11.59759684	11.5542163	11.36249943	11.84350153	12.23745226	12.33258611	12.16899817	11.39764085	11.78392386
Ankhzn;Ankfy1	3.71407	3.57126	3.6841	3.9483	4.08441	4.04352	3.95096	3.56784	3.65034	3.71739	3.92003	4.12567	4.05717	3.95818	62.08725267	61.36148443	59.99626363	60.90021156	62.47176814	60.35562646	60.56013707	61.09842716	61.95883389	63.20489208	60.45847473	59.26303341	60.47653717	60.98331226
Ankrd17	5.44798	5.90613	6.39981	6.75151	6.43761	5.75644	5.59683	5.75151	5.88312	5.7426	6.31068	6.34264	6.24649	6.01927	2.74923232	2.663764535	2.704830694	2.808994794	2.963387652	3.12374667	3.095840206	2.60110102	2.715870544	2.773843182	2.835415602	2.933472938	3.030251289	3.28170357
Anks1	2.84934	2.57556	1.8709	1.96096	2.57886	2.92846	3.02111	2.51959	2.33953	1.92516	2.27166	2.85039	2.95051	2.92836	0.920934307	0.934480744	0.91955241	0.849895897	0.799201747	0.758780328	0.725863133	0.941139095	0.925971093	0.853803413	0.840957361	0.82497579	0.762085914	0.759679905
Anp32e	4.63891	4.67238	4.53075	4.22942	4.00714	3.73891	3.77828	4.70789	4.67402	4.55243	4.29888	4.01566	3.70439	3.64252	220.8863582	215.4525415	218.4983004	214.0817622	211.151508	215.9633374	211.8780829	211.3567781	226.7271647	226.3537818	214.2045832	212.4889519	213.1585896	204.7910141
Anxa11	4.31302	4.3637	4.52289	4.38557	4.18672	4.18714	4.22193	4.3182	4.45059	4.6426	4.34708	4.09478	4.11218	4.21555	375.7075459	358.5350888	369.1565282	366.8264127	348.5077106	341.2878706	335.9137236	350.3491659	359.2615505	380.9492271	360.976021	349.8083418	354.244174	340.2865573
Anxa1;AK170612	6.94687	6.87314	7.08412	7.17808	7.2501	7.22942	6.98591	6.78443	7.1256	7.33875	7.31979	7.32291	6.90392	6.75224	6129.274044	6078.757976	5588.178355	5746.023203	6134.580722	6021.014632	5784.831991	6191.28464	5827.631969	5685.171532	5714.489378	5823.04164	6049.349591	6178.885013
Anxa2	7.65011	7.73153	7.86144	7.91829	7.85527	7.74196	7.69289	7.74284	7.64327	7.77177	7.82184	7.80856	7.86774	7.79547	4114.761986	4193.035324	4097.89876	3931.72931	4096.403249	4174.709548	3923.321469	4093.725892	4157.565811	4464.308666	4220.330204	3872.28986	3888.885637	3866.36607
Anxa4	6.93891	6.83844	6.84589	6.8734	6.97084	7.06591	7.03114	6.81365	6.82333	6.97903	6.98126	6.99789	6.97229	6.99706	2937.345725	2836.38953	2829.5681	2706.942338	2755.509249	2921.543692	2957.314374	2846.454322	2878.661658	2864.503237	2955.980156	2909.826945	2719.357462	2776.13843
Anxa5	6.23984	6.21758	6.34731	6.37655	6.46519	6.61317	6.58855	6.23802	6.25833	6.37696	6.48664	6.51466	6.44024	6.53335	456.5290898	423.2262519	443.3128086	444.8354884	430.1349703	460.6608435	472.1537687	453.9893433	447.7657857	439.410551	425.7969862	438.967983	466.7121461	458.76838
Anxa7	4.98115	5.03616	5.24504	5.38256	5.44186	5.23673	5.01038	4.84546	5.12672	5.42566	5.46845	5.41917	5.08018	4.96825	432.3882603	438.6052372	397.7747733	390.5520163	430.2768992	452.2203717	462.9877409	410.9952414	409.5880676	415.7878464	422.4717976	428.7767773	468.6758233	438.2852343
Aoah	3.69329	3.79434	4.13202	4.46923	4.71608	4.93354	4.95708	3.58365	4.03898	4.14566	4.49276	4.81119	4.78032	4.84303	17.76992831	18.90701456	17.80205388	16.2557151	15.87103443	17.57634806	18.77156366	18.05774407	17.44423775	17.40080847	16.93141309	17.03417246	17.83048477	18.4201118
Ap2a1	3.6979	3.57849	3.47313	3.12526	2.99134	3.12418	3.25	3.68586	3.76792	3.55115	3.09124	2.85717	2.98177	3.3052	61.43493048	61.99302871	59.81038876	59.78831211	59.01781401	58.3798015	55.2380648	64.41996103	62.09109827	58.84569433	57.60209486	58.55023817	57.2123614	57.0354919
Ap2b1	4.44657	4.51001	4.57117	4.51943	4.47671	4.57537	4.56787	4.32097	4.56081	4.52864	4.53699	4.5081	4.58911	4.62251	244.5989444	244.0249174	239.3422987	226.2669703	233.6939652	226.6528306	227.676792	255.1031116	249.5952152	244.9917867	229.8176635	226.3455167	226.1093595	212.3514029
Ap3m1	3.80141	3.56468	3.41565	3.35315	3.45297	3.51334	3.4766	3.7102	3.59087	3.55713	3.45234	3.43224	3.42171	3.41331	47.86840249	50.26712401	48.72439731	46.59874971	44.83659714	43.76936183	43.09622714	49.1392367	51.72934803	49.78931607	46.96501492	44.58084143	42.42437446	41.35946804
Apbb1ip	5.42311	5.75591	5.87294	5.61716	5.11052	4.76289	4.89024	5.43577	5.8404	5.78345	5.4471	4.97391	4.95363	4.99852	131.7982089	123.7535056	127.6025928	130.7583529	134.0375105	141.5725223	138.776647	128.2606982	125.3002778	129.3182239	128.7954096	132.2270993	139.5224381	144.8349115
Apex1	3.20237	3.27869	2.89963	2.01277	1.45757	1.42031	1.48939	3.35768	2.87881	3.17353	2.2523	0.259779	1.5235	2.31515	112.4115147	108.4660079	105.866278	100.7345631	99.10384041	97.44387169	97.88298643	105.7399063	98.78727619	107.4737433	109.8674499	101.3007043	99.48560855	98.72368154
Apobec1	3.81323	3.18446	3.24736	3.84909	4.35111	4.70747	4.76266	3.62937	3.289	3.31462	4.02376	4.39235	4.52592	4.74038	6.700504317	6.72804881	6.959265039	6.880271425	6.69418616	6.494822585	6.12993225	6.606806186	6.82437793	6.777357416	6.859370699	6.706851616	6.407591229	6.395106695
Apoe	6.49059	6.42079	6.18273	5.98337	5.89768	5.86435	5.90362	6.34222	6.03389	6.19702	6.26496	6.10267	5.85983	5.94256	17.37128555	16.8597717	17.67236194	18.46293879	18.62401973	19.52515339	19.13917209	18.91767503	17.22821789	17.4620743	17.68171357	18.30470144	18.57740662	19.21897675
Arap1	4.64375	4.5988	4.3427	4.06098	4.10164	4.5301	4.74054	4.63874	4.69337	4.2384	3.83826	4.1276	4.70241	4.77972	21.54603128	22.53943933	22.25116218	21.587196	22.34163348	22.66151636	21.20343276	21.75509833	21.96784813	22.73144849	21.26427182	21.1038067	22.83754342	22.2653937
Arf4	5.19728	5.24161	5.43138	5.64731	5.8912	5.8036	5.52255	5.14136	5.26466	5.53824	5.86488	5.99986	5.56639	5.35954	84.50327865	84.10612727	85.56835066	85.77430542	88.79763385	94.78080362	97.30163343	81.57041757	80.83060636	83.49791216	89.11833032	91.38780846	95.52249714	96.29057534
Arf5	6.41222	6.445	6.38812	6.5336	6.65695	6.57989	6.47065	6.49487	6.26024	6.24248	6.44277	6.59481	6.79362	6.65762	55.00672001	55.70316546	55.63210856	55.33180361	58.7255046	59.70250218	57.75291259	57.6126476	54.43802108	55.43410347	57.07051259	56.69200019	57.79314558	58.79843384
Arfgef2	2.67163	2.52494	2.2967	2.09366	2.06045	2.29091	2.47328	2.59555	2.50669	2.24873	2.1484	2.31232	2.29259	2.30728	3.975552235	4.000266662	4.094440194	3.968027601	3.985193531	4.006221448	3.866276494	4.055793521	4.048492028	4.016727568	4.007375135	4.109147186	3.887340961	3.79806004
Arhgap1	3.93557	3.87412	3.69004	3.47327	3.39638	3.34045	3.23689	3.83373	3.74234	3.72664	3.56001	3.44715	3.24772	3.38913	152.5929918	149.1396594	154.4556375	155.926006	157.1746157	156.242903	148.8735321	150.8270719	162.7347153	161.4392366	150.4635234	147.4817875	148.5828056	153.5782705
Arhgap18	3.29345	3.32724	2.62099	1.40068	1.05252	1.68762	2.23255	3.41108	3.54328	2.569	0.965155	0.899667	1.84158	2.38528	6.270202412	6.447625634	6.38828397	6.025687215	5.691794434	5.59081763	5.929973427	6.457691208	5.964040578	6.119603238	6.256046903	6.078098625	5.912252581	5.56773718
Arhgap25;mKIAA0053	4.47618	3.65179	3.04836	3.50072	3.84338	3.93975	4.00191	4.51814	4.17128	3.05926	3.40136	3.85069	3.62433	3.83702	79.22570423	78.13340992	79.40382056	79.68597326	78.27061641	78.17873187	79.72652499	85.66714992	85.45295788	81.13339927	78.05676231	78.17707696	74.12881155	72.13654459
Arhgap30	4.8034	4.61989	4.72497	4.59577	4.47598	4.6315	4.79276	4.85784	4.85299	4.61547	4.49117	4.46846	4.63829	4.72006	29.62397814	30.76174116	31.52484588	31.13225085	30.22226085	29.40177984	29.32635531	31.34015858	31.32706212	29.86920363	30.13275449	29.46354911	29.62280322	29.82044976
Arhgdia	6.12123	6.06389	6.11487	6.09918	5.99763	6.05497	6.06127	6.10467	6.10613	6.09193	6.07693	6.0548	6.05081	6.02778	3255.618081	3259.464286	3315.527863	3312.87944	3240.872259	3317.463765	3458.764698	3261.721088	3296.662404	3461.79274	3372.999426	3209.387266	3232.168635	3340.15134
Arhgdib	7.01305	6.82253	6.68912	6.54451	6.28898	6.10982	6.14092	6.77227	6.98311	6.79588	6.49889	6.24547	6.10937	6.20394	2542.953642	2474.918305	2506.50077	2486.993261	2402.028202	2322.703761	2274.433429	2473.420689	2436.830056	2470.559865	2432.843738	2413.66045	2377.031819	2388.76741
Arhgef2;mKIAA0651	4.7173	5.03162	4.8397	4.6644	4.5938	4.48091	4.46008	4.70826	4.79968	4.65941	4.59153	4.62626	4.74257	4.66011	41.63908453	43.50708062	41.43663738	39.52701682	39.29025218	41.57160414	43.36412038	39.21679111	40.1263249	42.35580339	41.31422206	42.18938624	42.40577777	42.38711665
Arl8a	4.83704	4.91538	5.17231	5.13417	5.11645	5.10997	4.96583	4.87759	5.06381	5.19088	5.00978	5.03865	5.05045	5.01998	68.4907905	66.62917901	67.33930174	66.24033706	63.16554162	62.26201233	64.46149918	63.8684808	68.37313044	65.08070543	64.67291089	66.22136643	64.85082863	65.13297676
Arl8b	5.02571	4.97689	4.93342	4.6888	4.52416	4.52187	4.56865	5.04285	5.05388	5.0462	4.73837	4.52684	4.42775	4.40361	371.4467448	378.7092531	384.4216182	392.041988	374.7233827	356.0016629	358.1547365	376.8360397	398.9790096	375.5418181	373.6059224	372.0752963	354.5684551	363.5201295
Armc8	3.32905	3.14286	3.30049	3.72395	3.69877	3.35692	3.25806	3.16361	3.17489	3.48857	3.85031	3.67981	3.31646	3.13644	7.616752007	7.46070186	7.793828994	7.593103723	7.35446507	7.598414989	7.461220887	7.876323857	7.851218906	7.417474367	7.382969112	7.534152052	7.444799769	7.316667418
Arpc1b	7.08033	6.90646	6.87788	6.78945	6.70665	6.81169	6.88767	7.00029	6.97505	6.93598	6.86223	6.81748	6.67297	6.79613	1942.501261	1860.983817	1836.89374	1909.750232	1876.93361	1758.564492	1860.793916	1808.978901	1948.97318	1900.657356	1805.722894	1908.500702	1875.357084	1786.585029
Arpc4	6.52558	6.59716	6.51339	6.40057	6.20364	6.09223	6.10946	6.62389	6.57044	6.41373	6.23081	6.14497	6.28641	6.1718	1385.228715	1358.02103	1431.779919	1431.363793	1423.962111	1371.498991	1378.912791	1303.61916	1416.06133	1434.702979	1392.169238	1363.095838	1420.19306	1450.335109
Arpc5	7.34433	7.39716	7.33242	7.43227	7.53205	7.28481	7.05155	7.36215	7.25906	7.30599	7.35349	7.40851	7.41986	7.26554	1908.25651	1956.076272	1960.942234	1925.050292	1915.202899	1812.689233	1753.762031	1981.117996	1951.29067	1907.758149	1916.698241	1880.641708	1809.435117	1789.042113
Arrb2	5.41762	5.40064	5.13526	4.76569	4.72359	5.1126	5.38201	5.54567	5.51111	5.03223	4.50407	4.6523	5.19611	5.49592	31.37111681	31.45273412	31.78344704	31.36982617	31.61286245	31.14667661	28.79670051	31.40509948	32.28614728	32.93784988	31.72735908	29.85489771	29.42758615	30.07133333
Asah1	5.27023	4.95752	4.69697	4.41851	4.44443	4.5734	4.57845	4.86186	4.84076	4.97263	4.80895	4.55627	4.37278	4.52629	229.7336155	241.0699053	242.2320484	225.1066668	221.711162	217.4774176	203.5769853	236.179014	250.9521531	239.1328989	218.1698615	214.1681874	210.2119652	212.6784679
Asns	1.86016	1.92102	1.84957	1.41161	1.12868	1.53243	2.03355	2.07463	1.56718	1.71803	2.12936	1.25026	0.790154	2.20739	22.72587086	23.15489775	23.05916433	23.04247191	22.48722602	20.78347362	20.51119669	21.5103844	22.86006696	23.98016418	22.9804685	22.02341433	21.5473563	20.74583433
Atg3	4.79202	4.62822	4.4164	4.26191	4.35854	4.34876	4.28295	4.66241	4.79989	4.61034	4.34263	4.37329	4.12495	4.17529	404.1947514	393.5697522	410.3434378	400.5182544	397.90857	423.6213676	407.5151939	413.1220792	387.4438254	389.3678489	409.1193275	403.7913216	407.9813806	431.7642628
Atl3	3.44782	3.38915	3.58808	3.70914	3.92546	4.1215	4.06591	3.51001	3.56862	3.65309	3.9016	3.91776	3.82265	3.87334	33.89253453	33.95914547	34.92694986	35.03264062	33.57596339	32.9977765	32.51554536	34.57427385	36.18699494	34.72724244	34.05854837	33.46816095	32.01310739	32.07019805
Atp13a1	3.99811	3.94012	4.09818	4.40242	4.40528	4.15829	4.04107	4.00734	3.77907	3.88309	4.35287	4.49821	4.36081	4.16209	4.029006181	4.174565183	4.029350294	3.866315042	3.810943868	3.723008056	3.617520717	4.27896209	4.101949187	4.031137761	3.854110324	3.804777332	3.704624877	3.505970236
Atp1a1	5.62895	5.61821	5.57139	5.45148	5.38527	5.32077	5.20117	5.55478	5.56131	5.54626	5.50416	5.55619	5.36911	5.08543	115.5266851	119.3672544	116.9788721	114.1034533	109.2489555	111.9988093	111.0659214	111.5231669	108.4332129	114.2414858	117.8395476	115.4922429	114.3937466	115.398785
Atp1a3	5.57427	5.33908	5.04461	4.61883	4.35556	4.34946	4.50579	5.28378	5.18697	5.15027	4.84821	4.52873	4.37251	4.41713	24.8830975	24.56937364	22.23811856	22.30967209	24.4959511	24.83957966	23.71328243	23.05915052	23.32657947	24.36566057	24.12214223	24.99354609	24.49502668	22.91782622
Atp5a1	6.38602	6.30085	6.28304	6.19377	6.05257	5.99307	5.96838	6.31501	6.40182	6.31577	6.16041	6.08879	5.98787	5.90802	2469.22251	2485.924889	2391.539946	2351.256321	2362.288562	2422.942393	2301.376939	2448.192681	2411.445112	2518.449728	2503.866819	2370.377185	2277.294022	2267.385786
Atp5b	6.59878	6.49319	6.50931	6.41983	6.23193	6.2151	6.21112	6.46835	6.60099	6.63087	6.45868	6.2925	6.08601	6.14187	4032.680389	3875.759604	3941.741797	3815.550689	3644.827169	3926.650077	4027.252904	3879.040894	3834.947036	4079.544663	4097.441491	3878.210477	3842.117864	3654.352458
Atp5o	6.2162	6.07579	6.02504	5.94626	5.77792	5.70819	5.59595	6.08401	6.25132	6.05504	5.89705	5.80371	5.61987	5.63436	1348.993133	1330.746916	1379.035322	1389.278942	1312.853544	1220.572062	1186.946749	1372.281716	1399.927966	1283.941421	1281.687139	1299.65766	1255.736069	1265.451159
Atp6v0d1	5.8276	5.81234	5.7044	5.51155	5.40159	5.52828	5.6018	5.70411	5.68217	5.59985	5.36651	5.41675	5.71447	5.9037	354.8251462	369.0917365	362.4960913	353.0334659	346.6860939	328.8165132	309.0016133	383.0444674	368.704834	364.3761789	348.1614863	334.0802273	322.9746836	304.9454847
Atp6v1a;BC050135	5.32868	5.41062	5.39082	5.27055	5.20328	5.28649	5.47558	5.34521	5.38815	5.32138	5.18865	5.19934	5.40201	5.52127	1160.257954	1194.312147	1116.798002	1110.435968	1123.755479	1129.62899	1148.826002	1169.257838	1170.026121	1164.937572	1188.458268	1137.274039	1075.42199	1084.530177
Atp6v1b2	6.39911	6.31463	6.05571	5.9683	6.19966	6.30564	6.21671	6.30537	6.15529	6.08699	6.01765	6.25056	6.36256	6.28134	1378.973308	1364.494562	1387.718573	1326.960126	1276.786171	1257.172077	1288.371249	1330.381661	1284.933218	1364.710696	1325.079809	1297.432148	1321.802012	1346.984861
Atp6v1e1	6.63705	6.79051	6.91223	7.03146	7.09515	6.98931	6.87426	6.71938	6.80603	6.82962	6.91321	6.98648	7.10258	6.97267	1161.067052	1194.55702	1170.224885	1089.709408	1070.566198	1122.783506	1135.154288	1136.163879	1132.467772	1115.766056	1109.175202	1096.769858	1177.646041	1160.378647
Atp6v1h	5.17796	5.145	5.1506	5.03939	5.0716	5.12242	5.12131	5.10743	5.03353	5.05741	5.04459	5.10769	5.26439	5.21325	305.4117072	320.1512964	329.2581936	314.5569879	311.5231224	309.8205017	299.5245397	300.7079772	299.3875029	314.1566375	318.3526747	319.8522872	325.8832753	311.3492107
Atpif1	6.5267	6.45761	6.34644	6.25538	6.1435	6.05018	6.00228	6.46859	6.18919	6.15819	6.32686	6.33765	6.16559	6.13603	1434.091134	1417.625967	1494.853336	1515.822061	1477.774819	1351.983144	1211.085301	1480.71088	1491.936594	1461.44009	1395.588535	1388.17435	1391.08447	1280.026748
Atxn10	4.13921	4.06675	4.03336	3.8465	3.67269	3.66451	3.66787	4.17962	4.26926	4.15705	3.82581	3.49959	3.47277	3.68678	14.34485095	14.88600877	14.80310587	14.44980066	13.32560258	12.60292899	12.48942299	14.70318649	15.64542927	15.04417142	13.66269524	13.2701027	12.68760446	12.16710623
BC002288;B2m	8.8516	8.72756	8.77219	8.89719	9.06954	9.30086	9.31332	8.78586	8.56318	8.64475	8.85961	9.15808	9.44869	9.4721	391.1368044	408.9845927	438.513628	502.9461025	618.865484	708.3801881	705.768674	377.2642638	409.7647434	455.76385	518.9885677	582.360708	672.2561445	668.3738627
BC013712	4.38087	3.75788	4.35275	4.93187	4.94689	4.8824	4.76663	4.03559	4.06559	4.37298	4.93552	5.17298	4.80883	4.6278	21.54105937	22.29040522	21.21133459	21.60330551	22.51474862	23.69159528	24.98777675	21.86558646	21.08009339	21.85187012	22.17015978	22.42731806	24.3902767	25.77545419
BC029331;Diap1	6.26734	6.31806	6.22094	5.99777	5.95096	6.00758	6.07124	6.34402	6.45802	6.22735	5.96143	5.89082	5.93212	6.02014	133.9362619	133.9920293	132.9021225	129.9647899	128.0787982	127.9736996	124.5196014	127.7364864	136.9079027	136.1223897	127.0763476	122.9632904	130.7511597	129.8460821
Baiap2	4.04675	3.56024	3.14853	3.44459	3.72594	3.86841	3.98255	3.85017	3.53332	3.25455	3.64235	3.87492	3.87039	3.75133	19.158414	18.67571686	18.68665631	18.07011382	17.75512732	17.30086161	16.98295072	20.3040808	18.82298369	18.19692775	18.15525558	17.22035936	17.29172384	16.80231879
Bax	5.74742	5.65909	5.63346	5.5871	5.40848	5.41172	5.59334	5.7929	5.84377	5.76845	5.52233	5.3811	5.31087	5.42119	386.7716966	398.9007762	399.4723139	398.0990614	390.4912189	367.7851482	371.8676978	416.2639022	408.0819534	381.9265306	388.3121814	400.5259623	370.643537	352.726745
Baz1a	4.92664	5.47488	5.55671	5.16109	4.92693	4.69238	4.61856	5.01114	5.60122	5.35957	5.00619	4.79277	4.80633	4.77997	4.14939355	3.952237138	3.815777461	3.917761835	3.761771606	3.320018827	3.336849622	4.244304493	4.088243603	3.89287906	3.775665092	3.68784499	3.387382241	3.224853632
Bcat2	4.93427	4.97929	4.69845	4.44575	4.38405	4.33163	4.35539	4.83972	4.93896	4.78532	4.52848	4.41187	4.34136	4.2831	230.5612694	244.3395216	249.9095397	246.9489391	235.6975664	227.905536	213.4363206	239.7210225	246.1130107	243.8587711	233.9935339	232.2192563	228.3693951	221.4926182
Bcl2l1	4.66948	5.23145	5.64594	5.33595	4.99099	4.8387	4.80293	4.9563	5.07245	5.42417	5.13369	4.92444	5.06889	4.9355	14.72184345	14.71926514	14.44280492	14.56667271	14.74295487	14.07355492	13.90834348	15.25971314	15.13544165	15.37661492	15.11729864	14.38570275	13.19513182	12.9112398
Bin1	4.67625	4.7139	4.39005	3.7996	3.1862	3.34564	3.92699	4.77423	4.84057	4.34967	3.72515	3.10934	3.31527	3.9244	92.68180649	96.06487103	103.58146	99.30073936	96.02941544	101.242981	98.0286563	103.2069259	98.91875382	97.27136848	98.19542962	99.30767387	96.06342838	94.6569694
Blvra	5.14831	5.05128	5.00152	4.76239	4.42046	4.21838	4.19593	4.98004	5.11792	5.21479	4.91804	4.4872	4.04482	4.03548	413.605645	442.9344643	441.4676766	417.3777222	418.2915509	426.3331402	435.4618085	434.1226208	422.8740445	425.0698991	418.2966104	411.8235298	431.2433222	454.1896842
Blvrb	6.02586	5.71657	5.73944	5.86338	5.98305	6.23841	6.30802	5.86188	5.7938	5.97634	6.0648	5.99557	5.97406	6.20827	1692.138074	1631.702229	1619.025333	1693.592186	1742.588903	1817.405029	1846.855276	1688.530209	1736.119251	1684.081027	1647.848251	1690.545902	1820.123449	1787.21853
Bop1	3.45744	3.38752	3.29961	2.99663	2.60527	2.55786	2.48365	3.27305	3.19725	3.26048	3.08627	2.88164	2.62267	2.46661	6.332394845	7.011413418	7.157032198	6.733602212	6.504630171	5.902042343	5.562022998	6.515043746	6.943869388	7.025842059	6.570540795	6.354110934	6.046125038	5.485814869
Brox;0610010K06Rik	4.27157	4.11946	4.18678	4.23271	4.30291	4.19048	4.05378	4.115	4.03883	4.26061	4.29725	4.36195	4.17849	4.10556	27.56950056	26.44652698	27.15363447	27.44905237	26.82955073	27.28118799	28.31430214	26.63133188	26.03016709	26.44587096	27.28637039	27.33307688	27.84919153	29.58664384
Bst1	5.18928	5.08955	5.01924	4.90782	5.0035	5.29918	5.46164	5.12048	5.04522	5.02502	4.91648	5.05243	5.24765	5.56293	42.13064203	39.01393821	33.47562304	32.23734573	30.93590154	27.10676727	26.5269703	37.76270108	36.86916051	36.8791382	34.92158655	30.85126213	27.36218385	25.81476815
Bub3	4.9293	4.83457	4.63511	4.45009	4.4126	4.25546	4.04744	5.01393	4.80839	4.50787	4.26772	4.33332	4.41112	4.22223	148.9665833	155.4413943	152.0947205	144.2903717	143.7250065	145.5823447	137.3419617	160.9923308	155.3677897	150.2337791	147.641084	143.9960018	135.4429495	136.2644112
Bzw1	5.56545	5.54731	5.51392	5.45628	5.46679	5.33874	5.20567	5.48187	5.57655	5.66132	5.56327	5.42874	5.23152	5.1509	61.60598921	59.9863421	59.24794339	60.62872646	56.82789994	56.27898578	59.87266739	58.8172074	60.90212208	60.84869515	59.3787476	59.6114036	55.61608008	58.52652654
Bzw2	4.20017	4.32254	4.06321	3.53538	2.7591	2.14053	2.06028	4.26973	4.45575	4.06879	3.48805	2.57999	2.0772	2.1417	12.78800859	12.48183982	11.76435954	11.49560565	11.36047165	10.97482802	10.53469045	11.87593392	12.33500086	12.59700933	11.96697331	11.21553054	10.82725009	10.56962531
C1qb	6.43295	6.39996	6.20168	5.93885	5.67595	5.4587	5.3929	6.21276	5.89871	6.15011	6.15653	5.95604	5.66246	5.46438	21.02055078	23.80471703	28.54403811	29.37059416	28.22185633	28.75031192	27.01477175	21.31171344	25.08570835	29.23868856	29.90381359	27.41197367	27.2793768	26.01237684
C3	5.36845	5.37771	5.64239	5.73076	5.82021	6.09493	6.16611	5.31674	5.21532	5.48484	5.91876	6.09955	6.06438	6.10097	3.196262341	3.155846363	2.757262667	2.419803075	2.324003858	2.347668354	2.427227622	3.152100563	3.141177222	2.675421964	2.244704797	2.212677245	2.497696924	2.562215547
C5ar1	3.66203	4.94982	5.09827	3.95652	2.84506	2.01518	1.73354	3.44941	4.57077	4.90894	4.05761	3.00988	2.36727	1.89654	28.62622181	27.59493038	29.92391261	32.91930716	31.90807923	29.83984338	27.38316039	27.79974395	28.72424107	29.35568119	31.7177673	32.6604265	30.78226844	28.51568075
